perf_id,session_id,page_url,ttfb_ms,fcp_ms,lcp_ms,cls_score,fid_ms,dom_load_ms,perf_timestamp
0aab771b-7022-4775-95a2-b435b5c6509e,7944623d-0518-4e1b-8bb3-bf8a61693c0c,/portfolios,458,1090,2535,0.08,71,4196,2026-03-04 00:34:00
c216860a-8de5-4d1c-bf5d-544c423990c7,b158cdc6-32f6-4a61-9ba3-66f1dc7a141c,/advisor/profile,575,1152,3691,0.187,15,4916,2026-03-16 04:33:00
8f3902c0-8252-4771-abf4-3defd886a7df,b52e236d-db1a-49fb-8860-f609c932afab,/login,76,707,3119,0.237,252,1267,2026-03-08 08:03:00
e5f2a43d-1fc0-45b6-905a-35f3af15dd05,2c217ff5-19db-456d-b2b8-593625bc3fbc,/reports,243,1121,3628,0.298,56,1188,2026-03-08 16:53:00
3c750f18-521b-4fa2-8f19-949a9b954a6d,240ecf31-6688-4c07-84ab-4165ce689599,/portfolios,561,2042,4660,0.3,226,4634,2026-03-07 17:32:00
2d4c292c-7eeb-4c86-9fc8-acaaea176b1c,4ce29827-4872-4d88-8428-4bc941591c2d,/search,793,1696,4265,0.332,35,2688,2026-03-07 10:29:00
4cc6c1a4-630e-4999-a6b0-ec93c754bee1,f0c83070-0049-42bb-b20d-85ac3e064780,/clients,413,982,1664,0.395,226,1421,2026-03-02 20:37:00
cae3fb9b-61fc-411a-9ecb-d5d32594549b,1a0c638d-9113-471e-833f-5e68a32ff3fd,/accounts,95,1207,3667,0.089,155,2336,2026-03-16 03:27:00
1dfb0d4e-d973-4bc9-9c31-2de60aea1911,61ffa387-fc87-4b62-8437-ad8c75802a56,/search,436,1261,1899,0.291,213,1988,2026-03-15 05:46:00
ae5a8d86-a478-468d-8571-c1939231ce88,ab2dd25d-f943-40ce-b9aa-fb5d2fd9cdf2,/reports,96,1434,3361,0.418,202,3643,2026-03-13 11:40:00
1bb14e05-0bd6-46ae-aba5-0ab667b101d7,1b878dd1-1b37-4c21-8b02-30164094d66f,/reports,321,1673,3631,0.227,169,1742,2026-03-11 14:46:00
52236f80-ca9a-4169-9454-589a0e5b1122,9502c00b-1b3c-4656-9a7f-882efa52ad4a,/clients,61,474,2971,0.193,91,3412,2026-03-03 18:28:00
3e23c604-ca8d-4420-97b7-ec2a770dd201,2203ab3a-fa09-4168-b8b1-7487ea03bc70,/advisor/profile,695,1627,2954,0.063,267,2318,2026-03-11 08:52:00
a3b4fa08-f6a9-42a5-a0a9-e3a0a47ed5fe,c5532a35-e6a4-4ab8-b271-628cb4222ae1,/market-data,459,1649,3904,0.021,233,1626,2026-03-12 08:34:00
cf1272ea-39c7-4165-a2b2-34c2da9caa04,170a9310-a02d-4826-bf6a-b3cebb4c4900,/market-data,541,950,3309,0.288,227,680,2026-03-12 00:25:00
8c74b188-4372-436a-a09b-7f45c5e33d64,b6a264a4-9744-40af-a05e-c9fd835e35de,/market-data,357,608,1686,0.448,137,3430,2026-03-03 16:05:00
53ae9e14-f746-4413-800d-79a8949a771d,19c89c5c-88de-4da1-8bb9-c653c8a749b0,/accounts,259,1193,1835,0.238,218,503,2026-03-07 23:52:00
2c768236-0203-4c40-b95d-3f9872835c99,e4c424bc-0421-42c7-85a1-e3ed2b7d30bc,/advisor/profile,304,493,1735,0.256,215,3223,2026-03-15 13:11:00
d784b32c-d82d-47ea-a920-9605dfb41e2c,2bfa269c-4782-48a4-9ccd-912f56e20e64,/reports,219,1056,2396,0.248,144,1520,2026-03-01 22:58:00
569f0599-609f-4790-9ba2-c321e694ffbb,85a1adb9-05c1-4591-bc5e-e6d880223835,/reports,375,1806,2135,0.137,300,3911,2026-03-05 03:27:00
ec2db12f-956c-4471-b5be-a3fb267c2459,04e2015e-416b-4fc2-8f96-f15b5e159124,/clients,114,1176,3359,0.386,74,2619,2026-03-18 03:54:00
9070de43-8cbb-4aac-a518-59b4db397cee,11366e4d-35c3-4a76-832e-fde8adb3ab41,/advisor/profile,604,709,2550,0.073,149,1152,2026-03-02 18:34:00
abfabc24-8c69-455b-b35c-0311f4021346,f87bd80b-375a-4aec-a62f-3f364e53c2ed,/settings,473,1631,2259,0.311,211,3584,2026-03-19 21:17:00
f7bde917-be9a-4173-bf42-e656d91b0007,2a23d1dd-b0fe-4916-807e-bcc88f4fdc0b,/market-data,482,1844,4760,0.402,137,3742,2026-03-12 07:34:00
e67617bd-dfd8-4502-be3d-6dabfbd1432c,1ffd9b0a-9c81-4f34-bb02-9e5bff188004,/clients,568,1448,3971,0.164,143,3068,2026-03-19 18:19:00
dd49999f-7395-45dd-99e9-9d457564afe6,9d4e3ca0-c6f7-4170-a7ca-6d4c71a09774,/market-data,177,1533,2285,0.34,39,4413,2026-03-03 02:07:00
25118803-cf90-451a-878f-56466521bd0c,4d7f963b-dddc-4b66-9098-2be2bccbc496,/clients,763,1644,2026,0.035,50,3960,2026-03-16 09:15:00
27f79b91-901c-45b0-ba7d-82b292df1d81,47a626a4-f599-43a4-8bf4-eccf42fb145b,/accounts,660,1861,4335,0.211,137,3865,2026-03-03 15:14:00
a37147a6-b0f5-47a6-995f-bfc4f58e22f4,ae74d186-e329-4137-bec5-eef07c5c670b,/settings,577,1863,3127,0.3,204,4477,2026-03-06 08:06:00
69ec3a63-eb24-4ec3-b40d-04d2c63aebd4,735d51d9-9a84-4b31-b8d9-6f71dcf0ca76,/market-data,75,1391,4278,0.151,79,2947,2026-03-01 07:03:00
be9579b2-64bc-4b82-bb8c-d3bba4da28e3,a96122b6-db8a-4d8d-83ea-fecb34354dde,/login,306,772,1164,0.499,150,4062,2026-03-23 15:37:00
5e9490d0-f71e-48ff-b73c-8d6879aa9f24,b443ed71-d378-4103-9c81-ac8c6b333a10,/reports,470,672,2210,0.081,169,3078,2026-03-19 09:31:00
51412549-aa6c-407f-b26d-865e8821b093,acc29e47-87b6-4dcf-a895-55e59c6513ab,/advisor/profile,422,1525,3539,0.446,240,3027,2026-03-19 01:55:00
0034c4d7-f060-4756-baef-85b23a751060,ebc3ed93-97bd-4487-965f-9962d53d8383,/login,246,1383,4075,0.065,199,2614,2026-03-14 14:14:00
9befbe3b-264b-4dce-92b2-c6cd60b4cff5,a6674cc4-2f4d-4378-b052-ccafcaa3b85d,/login,440,807,3601,0.168,158,943,2026-03-18 06:56:00
3310de82-2132-4ae9-9f18-ac2c8a5802b3,f4d00176-a0b0-4ad8-b572-b83896fe072c,/settings,697,1481,4153,0.114,37,575,2026-03-05 15:25:00
f03bf6bf-49f0-4f2f-a61d-d048c5522bda,c8e527d7-dc1b-4687-add1-277ccaa05305,/reports,241,583,1499,0.091,241,4007,2026-03-19 03:10:00
539847f3-968d-42b6-a245-bc432776e848,e7000810-ab75-45e8-80c4-a43492755466,/portfolios,722,1792,3264,0.382,44,3696,2026-03-21 09:44:00
3a3a7777-39db-465c-89a2-85d462b554fb,85831e67-7352-4987-87d7-9eb64987a0ea,/clients,130,592,1942,0.046,267,2557,2026-03-02 04:06:00
12935957-9212-40d2-81be-a723f89ee7a2,debc4be7-17d2-4e1d-be95-101641efe3d6,/dashboard,579,1988,3778,0.38,284,622,2026-03-23 18:51:00
a7ecbf8b-b048-4472-84f0-ec9664b181e3,04409b3b-96c9-4e55-98d8-8387664cf914,/search,652,1809,3631,0.496,75,2104,2026-03-05 14:30:00
00269ec6-0148-45bf-9e82-c2ac28fad694,170a9310-a02d-4826-bf6a-b3cebb4c4900,/dashboard,641,1960,3627,0.465,149,4154,2026-03-04 09:11:00
00ae2d55-3def-4a43-b7e7-b51c7faec09c,0b5bd818-16f3-4ebe-8219-c311b937bc26,/login,468,1106,1978,0.038,66,1848,2026-03-06 18:45:00
ceee5c37-0a5c-4034-afd9-bb5b46e5069a,2bc51f37-8e02-43a6-8e11-151d928e3bfa,/search,591,1205,2342,0.171,230,3332,2026-03-03 06:13:00
bf4b94d9-aedf-4269-9ed8-b3077a453fa5,8913b7c9-517c-4529-bb74-82b8d438d01d,/settings,595,793,2882,0.487,96,3518,2026-03-17 11:55:00
4ca56cf1-08f9-4d36-a74d-cc62248b9c1a,51ab0682-ed49-46a1-b269-42209282864c,/advisor/profile,229,963,1686,0.347,129,4624,2026-03-12 07:32:00
f2f02b43-b1ba-4c8d-a469-d3ab1c852b82,0b1233a2-3c9b-4124-9d31-95373719e321,/dashboard,309,1150,2449,0.338,229,2584,2026-03-14 20:56:00
963c9b8c-f625-4a5f-b571-9a30b5735b15,ee3fc74b-cbd9-4771-98bf-5497c57db8d5,/settings,426,1110,3981,0.37,110,1128,2026-03-14 00:41:00
f0982178-01e1-407c-8943-c7f70d54d0cd,74adbda3-b40a-4bda-8ab1-7b266bee1c61,/advisor/profile,248,663,2695,0.307,261,1195,2026-03-05 18:08:00
a0fb34b5-7f4f-4596-9952-aff17e506397,7562284d-7b37-49e1-b0d2-2f5011b0954e,/reports,457,979,2173,0.323,95,4508,2026-03-20 05:28:00
e5af7a38-07f3-44a9-abad-efd6649657ab,6a704199-9f94-4980-accc-e845d291a1fb,/portfolios,246,1482,3889,0.41,253,3396,2026-03-08 05:01:00
98e95687-b56c-44e6-96dd-71f0b70fe14f,f4d00176-a0b0-4ad8-b572-b83896fe072c,/login,605,829,1304,0.481,31,2588,2026-03-01 12:41:00
6d0d3488-826f-44a5-b7aa-f258b0548fca,00ba029c-9d09-4f50-bc69-65238e0506ad,/market-data,700,1198,1533,0.497,127,3162,2026-03-15 00:45:00
8b08947f-3323-4aa7-9684-925fcee68f86,c5532a35-e6a4-4ab8-b271-628cb4222ae1,/settings,198,844,3600,0.424,166,596,2026-03-22 11:53:00
bfa4ebfd-ea04-4136-9057-5d585105433e,7335020e-0f2f-4d1a-b4c3-716e41e4f088,/clients,766,2165,2790,0.358,212,4108,2026-03-02 12:54:00
da1d21da-eafd-4367-bb8a-833e92424c5f,1a463f50-b7ec-4b69-be2f-1035b86952a6,/settings,343,1496,1970,0.494,152,2581,2026-03-21 05:32:00
8ab30c14-aabc-4a4b-a6b7-46b5728cc6c5,fed59992-4274-4a52-ae89-922c73721dbb,/login,736,1572,2843,0.027,282,2222,2026-03-11 20:58:00
33b40ea9-e92b-4e5b-a390-addae606a476,42afac57-5b88-4cd2-8789-0d8b550ad1fa,/market-data,420,655,2801,0.109,292,1377,2026-03-23 19:56:00
9985206a-8d99-43b5-9cd0-36559e307efa,e4c424bc-0421-42c7-85a1-e3ed2b7d30bc,/accounts,752,2185,5127,0.322,73,1704,2026-03-01 15:41:00
00fdac29-fa23-4ed6-bbb1-3eb7cc3afb66,22aed6c9-fbd4-431a-8476-8edd7e402d12,/advisor/profile,564,1713,4620,0.368,300,3986,2026-03-23 21:29:00
e27d4237-ad1f-4bb7-a4b6-faec3083aec8,30769753-8503-4f97-86ad-f56ed42bd9c3,/settings,208,1534,1983,0.241,78,4426,2026-03-23 12:32:00
8f56f8db-d189-4b08-a815-8e53c63ca986,d41aa65e-c975-4eb6-8a6a-0d24f78e3c14,/login,510,2004,2767,0.116,55,4927,2026-03-05 11:17:00
a878cc75-91a0-471c-aeb6-c327cb4724aa,de83659e-0088-47c7-b707-97f143af1d21,/accounts,308,766,2062,0.416,125,4182,2026-03-17 06:45:00
13710953-85bd-42a7-a12c-243bb19918dd,80506556-834c-49e8-8c49-4358063ac348,/portfolios,291,878,3404,0.488,291,4595,2026-03-07 22:33:00
f7523e5e-d13e-4424-b05c-249cedb59631,9fe1880b-318e-4380-bc6b-08d2e2e89ba0,/advisor/profile,210,1470,2530,0.433,35,2237,2026-03-02 06:25:00
588d6c0a-b078-428d-8ec9-f0fa56bfe013,30499291-035e-4e3e-96d3-25de9784e0eb,/portfolios,174,365,1044,0.115,11,633,2026-03-08 03:09:00
192a2f8a-d156-4657-b228-04d590abb426,b443ed71-d378-4103-9c81-ac8c6b333a10,/login,584,1474,3563,0.057,25,4660,2026-03-03 16:44:00
7ea4e58b-e0fa-4fce-afa7-3be464a1a4e6,d8692996-9f48-44a3-a709-ef632402afef,/clients,445,794,1039,0.409,106,3552,2026-03-21 12:45:00
e1aba69c-434d-4a97-bab4-db590735f8d5,6f4f8c31-d669-4a1f-83ba-015bf079e352,/accounts,145,836,1288,0.449,158,3115,2026-03-17 08:50:00
a939502c-a1a2-4af8-953b-2e978edb9149,6bdff602-cdaa-4229-b5d4-b5f2bae672c7,/dashboard,137,1444,3734,0.393,151,3949,2026-03-11 09:41:00
a52ec3ee-4da8-4c3f-b8ec-bada9f287c0d,f4a7e3a7-1962-4305-b3d4-73c30eac8816,/settings,372,1105,2978,0.416,60,785,2026-03-06 21:12:00
81d1a38a-8c7c-4c12-876d-9f6ca62ca140,2bfa269c-4782-48a4-9ccd-912f56e20e64,/login,800,934,3006,0.458,11,3531,2026-03-01 03:12:00
7bc87cf0-12d3-49fc-b536-79aa416ec772,d37d9f5a-ed86-4b66-aff2-13272abafa9f,/settings,652,1528,3520,0.01,33,4070,2026-03-12 21:21:00
0e7c50d6-f497-430e-b185-fa1a5b057ce5,e814ff4a-6cea-4928-a6f1-a86622437087,/clients,734,1632,3560,0.037,211,3538,2026-03-19 11:57:00
d5d3b4cd-7b03-4ca1-a85a-4267604cdd3a,b268dd36-8ab4-45b7-a1e5-8d4ff6eef202,/dashboard,138,422,1542,0.404,287,3153,2026-03-13 18:55:00
f5e525cd-b4d9-460e-8ed6-4f97093362b3,2e33b066-9aad-4fcc-b7ef-352813720f22,/market-data,678,1989,3290,0.235,277,623,2026-03-05 06:25:00
5bb6d29f-893d-48a7-aca0-0d4cef087e07,b6a06985-1f75-4b40-9e71-d1a97c579a1c,/advisor/profile,625,1123,3083,0.101,293,1653,2026-03-16 16:49:00
3c55d0de-eaec-46eb-acab-0b679b30bed7,9c670e30-d3ff-45f8-ac02-acb699fed1b5,/login,793,2055,4567,0.08,245,626,2026-03-17 02:34:00
778b60c9-08fb-4577-8b2a-548fde41f8d5,15fc2e6e-cb58-4caa-82f3-c8b8dc85e0a1,/advisor/profile,602,1589,4074,0.449,299,1469,2026-03-23 12:14:00
cef9b52a-149c-43b7-b56f-01a718e1a8cf,67bb64d0-34de-4dfc-8f15-db52a373b62c,/market-data,748,2200,5024,0.036,25,3539,2026-03-21 03:33:00
af5764b0-8c05-4b1b-80b1-6ec1cd6bbc12,84ce999a-d1fe-4f07-ac01-5a35b8cb8744,/search,421,1449,1966,0.448,21,2439,2026-03-19 07:11:00
d71cb822-c1d2-4a26-ac3d-ae4c97cccc55,ab2dd25d-f943-40ce-b9aa-fb5d2fd9cdf2,/settings,139,510,2477,0.227,277,2030,2026-03-06 09:01:00
3f412ebe-b1b7-44bd-86ec-acbc5a0ec910,9c24133d-f7ae-4100-b737-499ae02c14e7,/market-data,359,620,3086,0.184,81,1096,2026-03-17 05:00:00
7de49c3d-0dbb-4495-99d6-739d33c0198c,e9088695-e794-423a-bbeb-03124025f000,/search,393,1538,3025,0.243,158,1239,2026-03-20 16:23:00
5c8ae0de-20ca-4202-8366-c2e88d8a871b,a6674cc4-2f4d-4378-b052-ccafcaa3b85d,/clients,353,1241,3907,0.048,292,1685,2026-03-06 21:31:00
d14ff251-f7ca-4a93-9bbd-0672772072c7,eb9a4b1a-a6bc-48a9-9ef3-9c7be9155a9e,/login,673,1985,3834,0.133,93,1654,2026-03-12 23:05:00
9a678f12-d96a-4bc6-8ee4-de8f56809837,20a52213-c8b2-4ac9-8226-6b7bb9d69520,/dashboard,574,1877,2381,0.406,145,3501,2026-03-21 08:21:00
3efc625f-f434-4a06-a13d-3fb20f243109,723c7718-fc2f-4bbd-a708-41f09b9fba1e,/reports,185,500,2967,0.186,33,3112,2026-03-12 08:58:00
5ada0b2f-a9a3-49c7-94d6-f83034cb3c23,2dbd4160-71dd-403e-8fa4-c977e1e5b196,/portfolios,567,925,1136,0.063,197,4570,2026-03-19 13:49:00
fdec26c7-88cb-4020-84b2-061271ef68f7,d26da485-3c66-4f87-8bcf-483869154f54,/login,638,774,1177,0.11,185,3858,2026-03-01 00:45:00
